MAHALLE,YIL,AY,HIZ_OLAY,TOPLAM_OLAY,LABEL
Maltepe,2020,2,0,33,0
Maltepe,2020,3,0,16,0
Maltepe,2020,4,0,11,0
Maltepe,2020,5,0,8,0
Maltepe,2020,6,0,39,0
Maltepe,2020,7,0,40,0
Maltepe,2020,8,0,23,0
Maltepe,2020,9,0,21,0
Maltepe,2020,10,0,15,0
Maltepe,2020,11,0,28,0
Maltepe,2020,12,0,29,0
Maltepe,2021,1,0,22,0
Maltepe,2021,2,0,11,0
Maltepe,2021,3,0,22,0
Maltepe,2021,4,0,13,0
Maltepe,2021,5,0,11,0
Maltepe,2021,6,0,12,0
Maltepe,2021,7,0,21,0
Maltepe,2021,8,0,27,0
Maltepe,2021,9,0,37,0
Maltepe,2021,10,0,27,0
Maltepe,2021,11,0,18,0
Maltepe,2021,12,0,17,0
Maltepe,2022,1,0,16,0
Maltepe,2022,2,0,12,0
Maltepe,2022,3,0,20,0
Maltepe,2022,4,0,18,0
Maltepe,2022,5,0,22,0
Maltepe,2022,6,0,17,0
Maltepe,2022,7,0,27,0
Maltepe,2022,8,0,23,0
Maltepe,2022,9,0,18,0
Maltepe,2022,10,0,26,0
Maltepe,2022,11,0,32,0
Maltepe,2022,12,0,22,0
Maltepe,2023,1,0,26,0
Maltepe,2023,2,0,13,0
Maltepe,2023,3,0,21,0
Maltepe,2023,4,0,19,0
Maltepe,2023,5,0,23,0
Maltepe,2023,6,0,24,0
Maltepe,2023,7,0,19,0
Maltepe,2023,8,0,32,0
Maltepe,2023,9,0,22,0
Maltepe,2023,10,0,25,0
Maltepe,2023,11,0,15,0
Maltepe,2023,12,0,15,0
Maltepe,2024,1,0,19,0
Maltepe,2024,2,0,24,0
Maltepe,2024,3,0,15,0
Maltepe,2024,4,0,37,0
Maltepe,2024,5,0,32,0
Maltepe,2024,6,0,33,0
Maltepe,2024,7,0,27,0
Maltepe,2024,8,0,14,0
Maltepe,2024,9,0,37,0
Maltepe,2024,10,0,24,0
Maltepe,2024,11,0,18,0
Maltepe,2024,12,0,22,0
Maltepe,2025,1,0,24,0
Maltepe,2025,2,0,11,0
Maltepe,2025,3,0,3,0
Üsküdar,2013,8,0,1,0
Üsküdar,2014,3,0,1,0
Üsküdar,2014,4,0,1,0
Üsküdar,2014,6,0,1,0
Üsküdar,2014,8,0,1,0
Üsküdar,2014,11,0,3,0
Üsküdar,2015,2,0,1,0
Üsküdar,2015,4,0,1,0
Üsküdar,2015,5,0,1,0
Üsküdar,2015,8,0,1,0
Üsküdar,2016,6,0,1,0
Üsküdar,2016,8,0,3,0
Üsküdar,2016,11,0,1,0
Üsküdar,2016,12,0,4,0
Üsküdar,2017,1,0,1,0
Üsküdar,2017,4,0,1,0
Üsküdar,2017,5,0,1,0
Üsküdar,2017,7,0,1,0
Üsküdar,2017,10,0,1,0
Üsküdar,2017,11,0,1,0
Üsküdar,2017,12,0,2,0
Üsküdar,2018,1,0,2,0
Üsküdar,2018,2,0,1,0
Üsküdar,2018,3,0,1,0
Üsküdar,2018,6,0,1,0
Üsküdar,2018,7,0,1,0
Üsküdar,2018,9,0,2,0
Üsküdar,2018,10,0,1,0
Üsküdar,2019,3,0,1,0
Üsküdar,2019,4,0,1,0
Üsküdar,2019,12,0,1,0
Üsküdar,2020,9,0,1,0
Üsküdar,2021,10,0,1,0
Üsküdar,2021,11,0,2,0
Üsküdar,2021,12,0,2,0
Üsküdar,2022,2,0,1,0
Üsküdar,2022,5,0,1,0
Üsküdar,2022,6,0,2,0
Üsküdar,2022,11,0,1,0
Üsküdar,2023,2,0,1,0
Üsküdar,2023,3,0,1,0
Üsküdar,2023,4,0,2,0
Üsküdar,2023,7,0,1,0
Üsküdar,2023,10,0,1,0
Üsküdar,2023,12,0,2,0
Üsküdar,2024,2,0,1,0
Üsküdar,2024,3,0,1,0
Üsküdar,2024,4,0,1,0
Üsküdar,2024,5,0,1,0
Üsküdar,2024,7,0,2,0
Üsküdar,2024,8,0,2,0
Üsküdar,2024,11,0,1,0
